Date,Low,Open,Volume,High,Close,Adjusted Close
02-01-1970,18.29787254333496,18.29787254333496,7520,18.93617057800293,18.93617057800293,0.4565375745296478
05-01-1970,18.93617057800293,18.93617057800293,4700,19.46808433532715,19.36170196533203,0.4667969048023224
06-01-1970,19.36170196533203,19.36170196533203,13043,19.5744686126709,19.36170196533203,0.4667969048023224
07-01-1970,19.255319595336914,19.36170196533203,10105,19.5744686126709,19.36170196533203,0.4667969048023224
08-01-1970,19.36170196533203,19.36170196533203,7168,19.680850982666016,19.680850982666016,0.4744913578033447
09-01-1970,19.46808433532715,19.680850982666016,4700,19.787233352661133,19.680850982666016,0.4744913578033447
12-01-1970,19.36170196533203,19.680850982666016,7050,19.787233352661133,19.680850982666016,0.4744913578033447
13-01-1970,19.255319595336914,19.680850982666016,9283,19.787233352661133,19.5744686126709,0.47192642092704773
14-01-1970,19.255319595336914,19.46808433532715,3878,19.46808433532715,19.255319595336914,0.4642318785190582
15-01-1970,19.148935317993164,19.255319595336914,8813,19.46808433532715,19.36170196533203,0.4667969048023224
16-01-1970,18.82978630065918,19.148935317993164,5993,19.148935317993164,18.93617057800293,0.4565375745296478
19-01-1970,18.723403930664062,18.93617057800293,6580,18.93617057800293,18.723403930664062,0.4514079689979553
20-01-1970,18.404254913330078,18.723403930664062,8460,18.82978630065918,18.617021560668945,0.44884300231933594
21-01-1970,18.510637283325195,18.617021560668945,5170,18.93617057800293,18.723403930664062,0.4514079689979553
22-01-1970,18.723403930664062,18.723403930664062,6345,18.93617057800293,18.723403930664062,0.4514079689979553
23-01-1970,18.29787254333496,18.723403930664062,6228,18.82978630065918,18.510637283325195,0.4462783932685852
26-01-1970,18.19148826599121,18.510637283325195,6110,18.617021560668945,18.29787254333496,0.4411484897136688
27-01-1970,18.19148826599121,18.29787254333496,7168,18.723403930664062,18.19148826599121,0.43858373165130615
28-01-1970,18.29787254333496,18.29787254333496,6698,18.723403930664062,18.404254913330078,0.4437139928340912
29-01-1970,17.978723526000977,18.404254913330078,13278,18.617021560668945,18.085105895996094,0.43601885437965393
30-01-1970,17.978723526000977,18.085105895996094,4348,18.19148826599121,18.19148826599121,0.43858373165130615
02-02-1970,18.085105895996094,18.19148826599121,7990,18.510637283325195,18.29787254333496,0.4411484897136688
03-02-1970,18.19148826599121,18.29787254333496,6110,18.510637283325195,18.29787254333496,0.4411484897136688
04-02-1970,18.29787254333496,18.29787254333496,6815,18.723403930664062,18.510637283325195,0.4462783932685852
05-02-1970,18.404254913330078,18.510637283325195,5053,18.82978630065918,18.617021560668945,0.44884300231933594
06-02-1970,18.404254913330078,18.617021560668945,5640,18.617021560668945,18.617021560668945,0.44884300231933594
09-02-1970,18.404254913330078,18.617021560668945,5288,18.723403930664062,18.404254913330078,0.4437139928340912
10-02-1970,18.29787254333496,18.404254913330078,6228,18.510637283325195,18.29787254333496,0.4411484897136688
11-02-1970,18.19148826599121,18.29787254333496,4700,18.510637283325195,18.510637283325195,0.4462783932685852
12-02-1970,18.29787254333496,18.510637283325195,7990,19.148935317993164,19.148935317993164,0.46166712045669556
13-02-1970,18.404254913330078,18.93617057800293,10810,18.93617057800293,18.510637283325195,0.4462783932685852
16-02-1970,18.404254913330078,18.510637283325195,4113,18.723403930664062,18.510637283325195,0.4462783932685852
17-02-1970,18.510637283325195,18.510637283325195,3408,18.82978630065918,18.723403930664062,0.4514079689979553
18-02-1970,18.82978630065918,18.82978630065918,1998,19.042552947998047,19.042552947998047,0.459102600812912
19-02-1970,18.93617057800293,19.042552947998047,2820,19.148935317993164,18.93617057800293,0.4565375745296478
20-02-1970,18.82978630065918,18.93617057800293,6228,19.255319595336914,18.93617057800293,0.4565375745296478
24-02-1970,18.723403930664062,18.93617057800293,4818,19.042552947998047,18.82978630065918,0.4539726674556732
25-02-1970,18.723403930664062,18.82978630065918,9400,19.042552947998047,19.042552947998047,0.459102600812912
26-02-1970,18.82978630065918,19.042552947998047,6580,19.042552947998047,18.93617057800293,0.4565375745296478
27-02-1970,18.82978630065918,18.93617057800293,6345,19.36170196533203,19.255319595336914,0.4642318785190582
02-03-1970,18.93617057800293,19.255319595336914,8343,19.36170196533203,19.042552947998047,0.459102600812912
03-03-1970,19.148935317993164,19.148935317993164,9518,19.680850982666016,19.680850982666016,0.4744913578033447
04-03-1970,19.36170196533203,19.680850982666016,8930,19.893617630004883,19.680850982666016,0.4744913578033447
05-03-1970,19.5744686126709,19.680850982666016,6933,20.0,19.893617630004883,0.4796208143234253
06-03-1970,19.787233352661133,19.893617630004883,4583,20.0,19.893617630004883,0.4796208143234253
09-03-1970,19.46808433532715,19.893617630004883,5758,19.893617630004883,19.46808433532715,0.46936142444610596
10-03-1970,19.46808433532715,19.46808433532715,5170,19.787233352661133,19.680850982666016,0.4744913578033447
11-03-1970,18.723403930664062,19.680850982666016,41478,19.680850982666016,19.255319595336914,0.4642318785190582
12-03-1970,18.723403930664062,19.148935317993164,3525,19.148935317993164,18.93617057800293,0.4565375745296478
13-03-1970,18.510637283325195,18.93617057800293,6345,19.042552947998047,18.82978630065918,0.4539726674556732
16-03-1970,18.617021560668945,18.82978630065918,5405,19.042552947998047,19.042552947998047,0.459102600812912
17-03-1970,18.82978630065918,19.042552947998047,3643,19.042552947998047,18.82978630065918,0.4539726674556732
18-03-1970,18.723403930664062,18.82978630065918,8578,19.255319595336914,19.148935317993164,0.46166712045669556
19-03-1970,18.82978630065918,19.042552947998047,5170,19.042552947998047,19.042552947998047,0.459102600812912
20-03-1970,18.510637283325195,18.723403930664062,2820,18.723403930664062,18.510637283325195,0.4533701241016388
23-03-1970,18.510637283325195,18.510637283325195,3995,18.723403930664062,18.617021560668945,0.4559756815433502
24-03-1970,18.510637283325195,18.617021560668945,4935,18.82978630065918,18.82978630065918,0.46118685603141785
25-03-1970,18.723403930664062,18.82978630065918,9518,19.5744686126709,19.46808433532715,0.47682011127471924
26-03-1970,19.36170196533203,19.46808433532715,5053,19.5744686126709,19.46808433532715,0.47682011127471924
30-03-1970,18.93617057800293,19.46808433532715,7520,19.46808433532715,18.93617057800293,0.46379268169403076
31-03-1970,18.82978630065918,18.93617057800293,5875,19.255319595336914,18.93617057800293,0.46379268169403076
01-04-1970,18.82978630065918,18.93617057800293,7285,19.255319595336914,18.82978630065918,0.46118685603141785
02-04-1970,18.82978630065918,18.82978630065918,4348,19.148935317993164,18.93617057800293,0.46379268169403076
03-04-1970,18.82978630065918,18.93617057800293,5053,19.255319595336914,19.042552947998047,0.4663982093334198
06-04-1970,18.617021560668945,19.042552947998047,14570,19.042552947998047,18.93617057800293,0.46379268169403076
07-04-1970,18.617021560668945,18.93617057800293,5758,18.93617057800293,18.82978630065918,0.46118685603141785
08-04-1970,18.617021560668945,18.82978630065918,6463,19.042552947998047,19.042552947998047,0.4663982093334198
09-04-1970,18.82978630065918,19.042552947998047,4935,19.148935317993164,18.93617057800293,0.46379268169403076
10-04-1970,18.93617057800293,18.93617057800293,3643,19.255319595336914,19.255319595336914,0.47160905599594116
13-04-1970,18.93617057800293,19.255319595336914,5405,19.255319595336914,18.93617057800293,0.46379268169403076
14-04-1970,18.723403930664062,18.93617057800293,7873,19.042552947998047,18.723403930664062,0.4585815966129303
15-04-1970,18.723403930664062,18.723403930664062,8813,19.148935317993164,18.82978630065918,0.46118685603141785
16-04-1970,18.723403930664062,18.82978630065918,5053,19.042552947998047,18.723403930664062,0.4585815966129303
17-04-1970,18.617021560668945,18.723403930664062,5405,19.042552947998047,18.82978630065918,0.46118685603141785
20-04-1970,18.617021560668945,18.82978630065918,5053,18.93617057800293,18.93617057800293,0.46379268169403076
21-04-1970,18.510637283325195,18.93617057800293,3290,18.93617057800293,18.617021560668945,0.4559756815433502
22-04-1970,18.29787254333496,18.617021560668945,8695,18.617021560668945,18.510637283325195,0.4533701241016388
23-04-1970,17.872339248657227,18.29787254333496,12808,18.29787254333496,18.085105895996094,0.442947655916214
24-04-1970,17.127660751342773,18.085105895996094,40068,18.19148826599121,17.553190231323242,0.4299199879169464
27-04-1970,17.659574508666992,17.659574508666992,7050,17.978723526000977,17.76595687866211,0.4351310729980469
28-04-1970,17.340425491333008,17.76595687866211,9988,18.085105895996094,17.446809768676758,0.4273144006729126
29-04-1970,17.23404312133789,17.446809768676758,18683,17.76595687866211,17.446809768676758,0.4273144006729126
30-04-1970,17.446809768676758,17.446809768676758,7168,17.76595687866211,17.659574508666992,0.4325255751609802
01-05-1970,17.446809768676758,17.659574508666992,4113,17.659574508666992,17.553190231323242,0.4299199879169464
04-05-1970,17.446809768676758,17.553190231323242,7638,17.76595687866211,17.553190231323242,0.4299199879169464
05-05-1970,17.340425491333008,17.553190231323242,5288,17.553190231323242,17.446809768676758,0.4273144006729126
06-05-1970,17.446809768676758,17.446809768676758,5288,17.659574508666992,17.553190231323242,0.4299199879169464
07-05-1970,17.340425491333008,17.553190231323242,12455,17.659574508666992,17.446809768676758,0.4273144006729126
08-05-1970,17.127660751342773,17.446809768676758,6580,17.446809768676758,17.340425491333008,0.42470845580101013
11-05-1970,17.127660751342773,17.340425491333008,3643,17.340425491333008,17.340425491333008,0.42470845580101013
12-05-1970,17.127660751342773,17.340425491333008,11163,17.340425491333008,17.127660751342773,0.4194978177547455
13-05-1970,17.021276473999023,17.127660751342773,9048,17.23404312133789,17.021276473999023,0.41689223051071167
14-05-1970,17.021276473999023,17.021276473999023,7285,17.340425491333008,17.23404312133789,0.42210322618484497
15-05-1970,17.021276473999023,17.23404312133789,9283,17.340425491333008,17.23404312133789,0.42210322618484497
18-05-1970,17.127660751342773,17.23404312133789,8578,17.446809768676758,17.127660751342773,0.4194978177547455
19-05-1970,17.021276473999023,17.127660751342773,8108,17.23404312133789,17.127660751342773,0.4194978177547455
20-05-1970,16.80851173400879,17.127660751342773,37013,17.127660751342773,16.914894104003906,0.4142865538597107
21-05-1970,16.489362716674805,16.914894104003906,17625,16.914894104003906,16.80851173400879,0.41168099641799927
22-05-1970,16.382978439331055,16.70212745666504,16333,16.70212745666504,16.595745086669922,0.4064697325229645
25-05-1970,16.17021369934082,16.382978439331055,16215,16.382978439331055,16.276596069335938,0.39865314960479736
26-05-1970,15.744681358337402,16.17021369934082,21973,16.17021369934082,16.17021369934082,0.39604753255844116
27-05-1970,15.85106372833252,16.17021369934082,20210,16.382978439331055,16.276596069335938,0.39865314960479736
28-05-1970,16.17021369934082,16.276596069335938,21033,16.70212745666504,16.489362716674805,0.4038640856742859
29-05-1970,16.489362716674805,16.489362716674805,26203,16.914894104003906,16.914894104003906,0.4142865538597107
01-06-1970,16.80851173400879,16.914894104003906,16098,17.127660751342773,17.021276473999023,0.41689223051071167
02-06-1970,17.021276473999023,17.021276473999023,17038,17.23404312133789,17.127660751342773,0.4194978177547455
03-06-1970,16.80851173400879,17.127660751342773,14688,17.127660751342773,16.914894104003906,0.4142865538597107
04-06-1970,16.276596069335938,16.914894104003906,16803,16.914894104003906,16.382978439331055,0.4012587070465088
05-06-1970,15.319149017333984,16.276596069335938,90123,16.276596069335938,15.744681358337402,0.38562533259391785
08-06-1970,15.531914710998535,15.744681358337402,16568,15.85106372833252,15.638298034667969,0.3830195665359497
09-06-1970,15.425532341003418,15.638298034667969,17390,15.638298034667969,15.531914710998535,0.3804137706756592
10-06-1970,15.319149017333984,15.531914710998535,19035,15.531914710998535,15.425532341003418,0.3778086006641388
11-06-1970,15.319149017333984,15.425532341003418,17508,15.425532341003418,15.425532341003418,0.3778086006641388
12-06-1970,15.319149017333984,15.425532341003418,9283,15.425532341003418,15.425532341003418,0.3778086006641388
15-06-1970,15.319149017333984,15.425532341003418,15158,15.531914710998535,15.531914710998535,0.3804137706756592
16-06-1970,15.425532341003418,15.531914710998535,20445,15.638298034667969,15.531914710998535,0.3804137706756592
17-06-1970,15.531914710998535,15.531914710998535,13865,15.744681358337402,15.638298034667969,0.3830195665359497
18-06-1970,15.531914710998535,15.638298034667969,13630,15.744681358337402,15.638298034667969,0.3830195665359497
19-06-1970,15.425532341003418,15.638298034667969,8225,15.638298034667969,15.531914710998535,0.3878004848957062
22-06-1970,15.425532341003418,15.531914710998535,6698,15.638298034667969,15.531914710998535,0.3878004848957062
23-06-1970,15.425532341003418,15.531914710998535,7168,15.531914710998535,15.425532341003418,0.3851446211338043
24-06-1970,15.425532341003418,15.425532341003418,7403,15.638298034667969,15.531914710998535,0.3878004848957062
25-06-1970,15.319149017333984,15.531914710998535,6815,15.531914710998535,15.425532341003418,0.3851446211338043
26-06-1970,15.21276569366455,15.425532341003418,14100,15.425532341003418,15.21276569366455,0.37983211874961853
29-06-1970,15.0,15.21276569366455,8225,15.319149017333984,15.106383323669434,0.37717610597610474
30-06-1970,14.893616676330566,15.106383323669434,8460,15.106383323669434,15.0,0.3745197057723999
01-07-1970,14.78723430633545,15.0,13278,15.0,15.0,0.3745197057723999
02-07-1970,14.78723430633545,14.893616676330566,9400,14.893616676330566,14.78723430633545,0.369207501411438
06-07-1970,14.680850982666016,14.78723430633545,13983,14.893616676330566,14.893616676330566,0.3718637526035309
07-07-1970,14.574467658996582,14.893616676330566,10223,14.893616676330566,14.78723430633545,0.369207501411438
08-07-1970,14.680850982666016,14.78723430633545,16920,15.106383323669434,15.106383323669434,0.37717610597610474
09-07-1970,14.893616676330566,15.106383323669434,22325,15.106383323669434,15.106383323669434,0.37717610597610474
10-07-1970,14.893616676330566,15.106383323669434,28200,15.106383323669434,15.0,0.3745197057723999
13-07-1970,14.78723430633545,15.0,43475,15.106383323669434,14.893616676330566,0.3718637526035309
14-07-1970,14.680850982666016,14.893616676330566,66623,14.893616676330566,14.893616676330566,0.3718637526035309
15-07-1970,14.78723430633545,14.893616676330566,113270,15.0,15.0,0.3745197057723999
16-07-1970,14.893616676330566,15.0,52993,15.106383323669434,15.106383323669434,0.37717610597610474
17-07-1970,15.0,15.106383323669434,56165,15.21276569366455,15.106383323669434,0.37717610597610474
20-07-1970,15.0,15.106383323669434,58515,15.21276569366455,15.0,0.3745197057723999
21-07-1970,14.893616676330566,15.0,29845,15.106383323669434,14.893616676330566,0.3718637526035309
22-07-1970,14.78723430633545,14.893616676330566,39363,14.893616676330566,14.893616676330566,0.3718637526035309
23-07-1970,14.78723430633545,14.893616676330566,19035,14.893616676330566,14.893616676330566,0.3718637526035309
24-07-1970,14.680850982666016,14.893616676330566,28905,14.893616676330566,14.893616676330566,0.3718637526035309
27-07-1970,14.78723430633545,14.893616676330566,17155,15.0,15.0,0.3745197057723999
28-07-1970,14.893616676330566,15.0,14688,15.106383323669434,15.106383323669434,0.37717610597610474
29-07-1970,14.893616676330566,15.106383323669434,18095,15.106383323669434,15.0,0.3745197057723999
30-07-1970,14.893616676330566,15.0,9165,15.0,15.0,0.3745197057723999
31-07-1970,14.893616676330566,15.0,14453,15.0,15.0,0.3745197057723999
